Step,Image,Issue Type,Detection Method,Treatment,Rationale
Part 5,karkkila_DJI_0010_frame54,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame56,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,karkkila_DJI_0010_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame1,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame3,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame6,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame9,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame10,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame11,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame12,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame14,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame15,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame16,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame17,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame18,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame20,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame22,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame23,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame24,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame25,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame26,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame28,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame30,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame31,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame32,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame34,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame35,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame37,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame38,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame40,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame41,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame42,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame43,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame44,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame45,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame46,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame48,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame50,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame51,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame54,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame56,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame58,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame59,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame60,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame61,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame62,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame64,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame65,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame67,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame68,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame69,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame70,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame71,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame73,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame76,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame78,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame79,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame80,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame81,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame82,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame83,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame84,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame85,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame86,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame88,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame89,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame93,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame94,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame95,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame97,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame99,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame100,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame112,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame117,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame119,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame120,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame121,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame124,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame125,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame126,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame127,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame128,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame129,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame130,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame131,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame132,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame133,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame134,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame135,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame136,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame137,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame139,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame140,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame141,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame143,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame144,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame145,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame150,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame152,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame153,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame154,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame155,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame156,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame157,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame158,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame159,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame160,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame161,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame164,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame165,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame166,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame167,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame169,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame170,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame171,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame172,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame173,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame175,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame177,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame179,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame181,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame182,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame184,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame185,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame186,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame187,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame188,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame189,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame190,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame191,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame192,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame195,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame196,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame198,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame199,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame200,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame201,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame203,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame204,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame205,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame206,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame208,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame209,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame210,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame211,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame212,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame214,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame215,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame216,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame217,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame219,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame221,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame222,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame223,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame224,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame225,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame226,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame227,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame228,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame229,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame230,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame231,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame233,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame234,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame235,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame236,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame238,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame239,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame240,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame244,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame245,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame246,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame247,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame248,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame249,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame250,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame251,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame252,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame253,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame254,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame255,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame256,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame257,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame258,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame259,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame260,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame261,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame262,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame263,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame264,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame266,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame267,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame268,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame269,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame270,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame271,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame272,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0086_frame274,Near Duplicate,pHash < 5,Flagged,Temporal static scene
